,0,1,2,3,4,5,6
0,0.003278688524590169,0.41967213114754115,0.2098360655737702,0.1049180327868849,0.1049180327868849,0.05245901639344235,0.1049180327868849
1,0.003115264797507805,0.3987538940809986,0.09968847352024927,0.09968847352024927,0.1993769470404989,0.09968847352024927,0.09968847352024927
2,0.00564971751412431,0.09039548022598835,0.3615819209039548,0.18079096045197707,0.18079096045197707,0.09039548022598835,0.09039548022598835
3,0.0023094688221709132,0.29561200923787656,0.07390300230946886,0.29561200923787656,0.147806004618938,0.03695150115473436,0.147806004618938
4,0.007751937984496119,0.12403100775193794,0.24806201550387635,0.12403100775193794,0.24806201550387635,0.12403100775193794,0.12403100775193794
5,0.0008920606601248877,0.2283675289919714,0.05709188224799264,0.2283675289919714,0.2283675289919714,0.028545941123996266,0.2283675289919714
6,0.0024937655860349213,0.15960099750623447,0.31920199501246954,0.15960099750623447,0.15960099750623222,0.03990024937655847,0.15960099750623447
7,0.003115264797507805,0.1993769470404975,0.1993769470404989,0.09968847352024927,0.1993769470404989,0.1993769470404989,0.09968847352024927
8,0.006535947712418313,0.4183006535947708,0.10457516339869305,0.10457516339869305,0.10457516339869305,0.0522875816993468,0.20915032679738502
9,0.003460207612456753,0.11072664359861595,0.2214532871972315,0.11072664359861595,0.2214532871972315,0.2214532871972315,0.11072664359861595
10,0.0012004801920768228,0.15366146458583424,0.30732292917166903,0.15366146458583424,0.15366146458583424,0.07683073229291697,0.15366146458583424
11,0.0011148272017837268,0.14269788182831686,0.14269788182831686,0.2853957636566342,0.2853957636566342,0.07134894091415829,0.07134894091415829
12,0.0011148272017837346,0.14269788182831686,0.14269788182831686,0.14269788182831686,0.2853957636566342,0.14269788182831686,0.14269788182831686
13,0.020408163265306117,0.08163265306122448,0.16326530612244927,0.326530612244898,0.08163265306122448,0.16326530612244927,0.16326530612244927
14,0.01694915254237289,0.13559322033898388,0.27118644067796444,0.13559322033898388,0.27118644067796444,0.03389830508474537,0.13559322033898388
15,0.0020790020790020774,0.13305613305613254,0.26611226611226557,0.13305613305613254,0.26611226611226557,0.06652806652806614,0.13305613305613254
16,0.005181347150259058,0.16580310880829022,0.16580310880829022,0.16580310880829022,0.16580310880829022,0.16580310880829022,0.16580310880829022
17,0.001890359168241966,0.24196597353497137,0.12098298676748546,0.24196597353497137,0.24196597353497137,0.030245746691871467,0.12098298676748546
18,0.0017331022530329393,0.11091854419410699,0.2218370883882152,0.11091854419410699,0.2218370883882152,0.2218370883882152,0.11091854419410699
19,0.00043383947939262466,0.11106290672451198,0.22212581344902438,0.11106290672451198,0.22212581344902438,0.22212581344902438,0.11106290672451198
20,0.034482758620689884,0.1379310344827581,0.2758620689655167,0.1379310344827581,0.1379310344827581,0.1379310344827581,0.1379310344827581
21,0.03999999999999978,0.32,0.1599999999999997,0.1599999999999997,0.1599999999999997,0.08000000000000027,0.0799999999999997
22,0.0006006006006006052,0.15375375375375397,0.15375375375375397,0.3075075075075085,0.15375375375375397,0.07687687687687685,0.15375375375375397
23,0.004784688995215328,0.15311004784688975,0.15311004784688975,0.3062200956937801,0.15311004784688975,0.07655502392344528,0.15311004784688975
24,0.022222222222222105,0.17777777777777784,0.17777777777777784,0.17777777777777784,0.17777777777777784,0.17777777777777784,0.08888888888888907
