,0,1,2,3,4,5,6,7,8,9
0,0.14516129032258066,0.0967741935483871,0.0967741935483871,0.04838709677419355,0.06451612903225806,0.08064516129032258,0.14516129032258066,0.0967741935483871,0.11290322580645161,0.11290322580645161
1,0.13793103448275862,0.1206896551724138,0.10344827586206896,0.08620689655172414,0.06896551724137931,0.06896551724137931,0.1206896551724138,0.1206896551724138,0.06896551724137931,0.10344827586206896
2,0.11627906976744186,0.13953488372093023,0.09302325581395349,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.13953488372093023,0.09302325581395349,0.046511627906976744,0.16279069767441862
3,0.15555555555555556,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333
4,0.14,0.12,0.18,0.04,0.08,0.06,0.12,0.1,0.08,0.08
5,0.11864406779661017,0.1016949152542373,0.13559322033898305,0.03389830508474576,0.05084745762711865,0.0847457627118644,0.11864406779661017,0.13559322033898305,0.0847457627118644,0.13559322033898305
6,0.14545454545454545,0.09090909090909091,0.12727272727272726,0.03636363636363636,0.07272727272727272,0.07272727272727272,0.12727272727272726,0.09090909090909091,0.10909090909090909,0.12727272727272726
7,0.1509433962264151,0.1320754716981132,0.11320754716981132,0.03773584905660377,0.07547169811320754,0.09433962264150944,0.1320754716981132,0.07547169811320754,0.07547169811320754,0.11320754716981132
8,0.14634146341463414,0.12195121951219512,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.07317073170731707,0.12195121951219512,0.12195121951219512,0.07317073170731707,0.12195121951219512
9,0.14893617021276595,0.1276595744680851,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.10638297872340426,0.14893617021276595,0.10638297872340426,0.06382978723404255,0.10638297872340426
10,0.14035087719298245,0.12280701754385964,0.08771929824561403,0.03508771929824561,0.10526315789473684,0.10526315789473684,0.14035087719298245,0.07017543859649122,0.07017543859649122,0.12280701754385964
11,0.11940298507462686,0.07462686567164178,0.11940298507462686,0.04477611940298507,0.08955223880597014,0.08955223880597014,0.13432835820895522,0.08955223880597014,0.08955223880597014,0.14925373134328357
12,0.13725490196078433,0.13725490196078433,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0784313725490196,0.1568627450980392,0.13725490196078433,0.058823529411764705,0.11764705882352941
