,0,1,2,3,4
0,0.20454545454545456,0.20454545454545456,0.18181818181818182,0.20454545454545456,0.20454545454545456
1,0.21052631578947367,0.18421052631578946,0.18421052631578946,0.21052631578947367,0.21052631578947367
2,0.17647058823529413,0.20588235294117646,0.2647058823529412,0.17647058823529413,0.17647058823529413
3,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.2564102564102564,0.20512820512820512
4,0.21212121212121213,0.21212121212121213,0.21212121212121213,0.18181818181818182,0.18181818181818182
5,0.2127659574468085,0.14893617021276595,0.23404255319148937,0.19148936170212766,0.2127659574468085
6,0.1951219512195122,0.17073170731707318,0.24390243902439024,0.21951219512195122,0.17073170731707318
7,0.20588235294117646,0.17647058823529413,0.17647058823529413,0.20588235294117646,0.23529411764705882
8,0.1875,0.21875,0.21875,0.1875,0.1875
9,0.20588235294117646,0.17647058823529413,0.14705882352941177,0.2647058823529412,0.20588235294117646
10,0.2571428571428571,0.14285714285714285,0.11428571428571428,0.2571428571428571,0.22857142857142856
11,0.23404255319148937,0.1702127659574468,0.1702127659574468,0.2127659574468085,0.2127659574468085
12,0.21428571428571427,0.16666666666666666,0.16666666666666666,0.23809523809523808,0.21428571428571427
13,0.16,0.2,0.2,0.2,0.24
14,0.15789473684210525,0.23684210526315788,0.13157894736842105,0.23684210526315788,0.23684210526315788
15,0.2222222222222222,0.19444444444444445,0.1388888888888889,0.2222222222222222,0.2222222222222222
16,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.19444444444444445,0.19444444444444445
17,0.21621621621621623,0.1891891891891892,0.16216216216216217,0.21621621621621623,0.21621621621621623
18,0.21052631578947367,0.18421052631578946,0.15789473684210525,0.23684210526315788,0.21052631578947367
19,0.2127659574468085,0.19148936170212766,0.1702127659574468,0.2127659574468085,0.2127659574468085
20,0.16666666666666666,0.2,0.2,0.2,0.23333333333333334
21,0.1724137931034483,0.20689655172413793,0.1724137931034483,0.2413793103448276,0.20689655172413793
22,0.2222222222222222,0.17777777777777778,0.17777777777777778,0.2,0.2222222222222222
23,0.21875,0.1875,0.1875,0.1875,0.21875
24,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.22580645161290322,0.1935483870967742
25,0.21428571428571427,0.16666666666666666,0.19047619047619047,0.21428571428571427,0.21428571428571427
26,0.2,0.2,0.2,0.2,0.2
27,0.22807017543859648,0.15789473684210525,0.14035087719298245,0.24561403508771928,0.22807017543859648
28,0.15,0.225,0.175,0.2,0.25
29,0.1875,0.21875,0.15625,0.21875,0.21875
30,0.2,0.2,0.2,0.2,0.2
31,0.23333333333333334,0.2,0.16666666666666666,0.2,0.2
32,0.21428571428571427,0.17857142857142858,0.17857142857142858,0.21428571428571427,0.21428571428571427
33,0.2,0.2,0.13333333333333333,0.23333333333333334,0.23333333333333334
34,0.1875,0.1875,0.1875,0.21875,0.21875
35,0.20588235294117646,0.17647058823529413,0.20588235294117646,0.20588235294117646,0.20588235294117646
36,0.2391304347826087,0.17391304347826086,0.15217391304347827,0.21739130434782608,0.21739130434782608
37,0.13793103448275862,0.2413793103448276,0.20689655172413793,0.20689655172413793,0.20689655172413793
38,0.20689655172413793,0.20689655172413793,0.1724137931034483,0.20689655172413793,0.20689655172413793
39,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.23076923076923078
40,0.21621621621621623,0.1891891891891892,0.1891891891891892,0.21621621621621623,0.1891891891891892
41,0.17391304347826086,0.1956521739130435,0.21739130434782608,0.21739130434782608,0.1956521739130435
42,0.2,0.2,0.17142857142857143,0.22857142857142856,0.2
43,0.21739130434782608,0.17391304347826086,0.21739130434782608,0.17391304347826086,0.21739130434782608
44,0.16666666666666666,0.23333333333333334,0.16666666666666666,0.23333333333333334,0.2
45,0.21621621621621623,0.16216216216216217,0.24324324324324326,0.1891891891891892,0.1891891891891892
46,0.16216216216216217,0.24324324324324326,0.16216216216216217,0.24324324324324326,0.1891891891891892
47,0.21052631578947367,0.18421052631578946,0.23684210526315788,0.15789473684210525,0.21052631578947367
48,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.23809523809523808
49,0.21875,0.1875,0.1875,0.1875,0.21875
50,0.18181818181818182,0.18181818181818182,0.22727272727272727,0.18181818181818182,0.22727272727272727
51,0.1891891891891892,0.21621621621621623,0.13513513513513514,0.24324324324324326,0.21621621621621623
52,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.23809523809523808
53,0.20588235294117646,0.20588235294117646,0.17647058823529413,0.20588235294117646,0.20588235294117646
54,0.18518518518518517,0.2222222222222222,0.18518518518518517,0.2222222222222222,0.18518518518518517
55,0.14893617021276595,0.23404255319148937,0.1702127659574468,0.2127659574468085,0.23404255319148937
56,0.20689655172413793,0.20689655172413793,0.1724137931034483,0.20689655172413793,0.20689655172413793
57,0.2,0.16666666666666666,0.2,0.2,0.23333333333333334
58,0.175,0.225,0.175,0.225,0.2
59,0.22857142857142856,0.2,0.2,0.17142857142857143,0.2
60,0.25,0.21875,0.15625,0.1875,0.1875
61,0.17142857142857143,0.22857142857142856,0.2,0.2,0.2
62,0.18181818181818182,0.21212121212121213,0.18181818181818182,0.21212121212121213,0.21212121212121213
63,0.2,0.2,0.2,0.23333333333333334,0.16666666666666666
64,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.19444444444444445,0.19444444444444445
65,0.1935483870967742,0.1935483870967742,0.25806451612903225,0.16129032258064516,0.1935483870967742
66,0.22857142857142856,0.2,0.22857142857142856,0.14285714285714285,0.2
67,0.2,0.2,0.2,0.2,0.2
68,0.18421052631578946,0.18421052631578946,0.18421052631578946,0.23684210526315788,0.21052631578947367
69,0.2,0.2,0.2,0.2,0.2
70,0.18421052631578946,0.21052631578947367,0.18421052631578946,0.21052631578947367,0.21052631578947367
71,0.23333333333333334,0.16666666666666666,0.13333333333333333,0.23333333333333334,0.23333333333333334
72,0.2,0.2,0.175,0.225,0.2
73,0.2222222222222222,0.15873015873015872,0.20634920634920634,0.20634920634920634,0.20634920634920634
74,0.2413793103448276,0.13793103448275862,0.20689655172413793,0.20689655172413793,0.20689655172413793
75,0.20512820512820512,0.1794871794871795,0.15384615384615385,0.2564102564102564,0.20512820512820512
76,0.1724137931034483,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793
