,0,1,2,3,4
2,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.21052631578947367
3,0.0,0.25,0.25,0.25,0.25
4,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
5,0.0,0.0,1.0,0.0,0.0
7,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.26666666666666666
9,0.25,0.25,0.25,0.0,0.25
11,0.4166666666666667,0.125,0.20833333333333334,0.125,0.125
13,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
14,0.0,0.0,0.0,1.0,0.0
16,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.15384615384615385
17,0.1568627450980392,0.27450980392156865,0.2549019607843137,0.19607843137254902,0.11764705882352941
18,0.0,0.25,0.25,0.25,0.25
19,0.2,0.2,0.2,0.2,0.2
22,0.0,0.25,0.0,0.25,0.5
24,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857
25,0.125,0.125,0.25,0.25,0.25
26,0.0,0.125,0.375,0.25,0.25
28,0.0,0.0,0.6,0.2,0.2
30,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.19047619047619047
31,0.2,0.2,0.2,0.2,0.2
32,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
36,0.2,0.2,0.2,0.2,0.2
37,0.2,0.2,0.2,0.2,0.2
39,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222
40,0.2,0.2,0.2,0.2,0.2
43,0.2,0.2,0.2,0.2,0.2
44,0.3,0.1,0.4,0.1,0.1
45,0.2,0.2,0.2,0.2,0.2
46,0.2,0.2,0.2,0.2,0.2
50,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222
51,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.17647058823529413
54,1.0,0.0,0.0,0.0,0.0
55,0.2,0.2,0.2,0.2,0.2
56,0.0,0.0,0.4,0.2,0.4
59,0.0,0.13513513513513514,0.2702702702702703,0.2972972972972973,0.2972972972972973
61,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.17647058823529413
62,0.0,0.0,0.0,1.0,0.0
63,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
64,0.0,0.25,0.25,0.25,0.25
65,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
66,0.0,0.25,0.25,0.25,0.25
70,0.2054794520547945,0.2054794520547945,0.2054794520547945,0.1780821917808219,0.2054794520547945
72,0.0,0.25,0.25,0.25,0.25
73,0.25,0.25,0.25,0.0,0.25
74,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.2,0.26666666666666666
76,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182
77,0.0,0.375,0.25,0.125,0.25
79,0.2,0.3,0.2,0.1,0.2
80,0.2,0.1,0.3,0.1,0.3
81,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
82,0.10714285714285714,0.23214285714285715,0.21428571428571427,0.21428571428571427,0.23214285714285715
83,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427
86,0.25,0.25,0.25,0.0,0.25
87,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
90,0.1,0.2,0.3,0.2,0.2
91,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
92,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.17647058823529413,0.29411764705882354
93,0.05,0.25,0.15,0.2,0.35
96,0.5,0.5,0.0,0.0,0.0
97,0.0,0.25,0.25,0.25,0.25
100,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
102,0.5,0.5,0.0,0.0,0.0
104,1.0,0.0,0.0,0.0,0.0
105,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.18181818181818182
106,1.0,0.0,0.0,0.0,0.0
109,0.25,0.25,0.25,0.25,0.0
111,0.0,0.5,0.0,0.25,0.25
112,0.23809523809523808,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.3333333333333333
115,0.0,0.0,1.0,0.0,0.0
116,0.25,0.25,0.25,0.0,0.25
117,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
119,0.2,0.2,0.2,0.2,0.2
121,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
123,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.17647058823529413
124,0.2,0.2,0.2,0.2,0.2
127,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285
129,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
130,0.25,0.25,0.25,0.25,0.0
131,0.125,0.25,0.25,0.125,0.25
133,0.38095238095238093,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.14285714285714285
134,0.2,0.2,0.2,0.2,0.2
138,0.2,0.2,0.2,0.2,0.2
139,0.2,0.2,0.2,0.2,0.2
140,0.125,0.125,0.25,0.25,0.25
143,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
145,0.2,0.2,0.2,0.2,0.2
147,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.15384615384615385
148,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
149,0.2,0.2,0.2,0.2,0.2
151,0.0,0.25,0.25,0.25,0.25
153,0.0975609756097561,0.21951219512195122,0.24390243902439024,0.24390243902439024,0.1951219512195122
154,0.2,0.2,0.2,0.2,0.2
157,0.25925925925925924,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517
159,0.375,0.125,0.25,0.125,0.125
161,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
162,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333
163,0.25,0.1875,0.1875,0.1875,0.1875
168,1.0,0.0,0.0,0.0,0.0
172,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222
178,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
180,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
182,0.25,0.125,0.25,0.125,0.25
184,0.0,0.0,0.0,1.0,0.0
185,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333
189,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857
190,0.0,0.0,0.5,0.0,0.5
192,0.2,0.2,0.2,0.2,0.2
193,0.2,0.2,0.2,0.2,0.2
195,0.09523809523809523,0.23809523809523808,0.23809523809523808,0.19047619047619047,0.23809523809523808
196,0.0,0.25,0.25,0.25,0.25
197,0.25,0.25,0.25,0.0,0.25
201,0.0,0.0,0.0,1.0,0.0
203,0.2857142857142857,0.09523809523809523,0.23809523809523808,0.23809523809523808,0.14285714285714285
204,0.0,0.25,0.25,0.25,0.25
206,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.2777777777777778
207,0.0,0.0,0.0,1.0,0.0
209,0.17391304347826086,0.17391304347826086,0.21739130434782608,0.21739130434782608,0.21739130434782608
210,0.2608695652173913,0.17391304347826086,0.21739130434782608,0.17391304347826086,0.17391304347826086
211,0.2,0.2,0.2,0.2,0.2
212,0.5,0.25,0.0,0.25,0.0
213,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333
214,0.0,0.2,0.4,0.2,0.2
215,1.0,0.0,0.0,0.0,0.0
216,0.2,0.2,0.2,0.2,0.2
217,0.0,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556
221,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.0,0.18181818181818182
224,0.0,1.0,0.0,0.0,0.0
225,0.25,0.17857142857142858,0.21428571428571427,0.21428571428571427,0.14285714285714285
227,0.08333333333333333,0.25,0.16666666666666666,0.25,0.25
228,0.13333333333333333,0.2,0.2,0.26666666666666666,0.2
230,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111
231,0.0,0.0,0.0,1.0,0.0
233,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
237,0.25,0.25,0.25,0.0,0.25
239,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
240,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
241,1.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,1.0
245,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.2727272727272727
246,0.2,0.2,0.2,0.2,0.2
247,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
248,0.2,0.16,0.16,0.24,0.24
253,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666
254,0.2,0.0,0.4,0.2,0.2
256,0.0,0.0,0.0,1.0,0.0
259,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857
260,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.18181818181818182
261,0.2,0.2,0.2,0.2,0.2
262,0.0,0.0,1.0,0.0,0.0
263,0.0,0.0,1.0,0.0,0.0
264,0.2,0.2,0.2,0.2,0.2
266,1.0,0.0,0.0,0.0,0.0
267,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
270,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
271,0.0,0.25,0.25,0.25,0.25
272,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
275,0.0,0.25,0.25,0.25,0.25
277,0.25,0.25,0.25,0.0,0.25
278,0.0,0.0,0.0,1.0,0.0
279,0.1,0.1,0.2,0.3,0.3
280,0.2,0.2,0.2,0.2,0.2
281,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
284,0.25,0.25,0.25,0.25,0.0
285,0.25,0.25,0.25,0.0,0.25
288,0.5,0.0,0.0,0.25,0.25
289,0.0,0.2,0.2,0.2,0.4
290,0.2,0.2,0.2,0.2,0.2
294,0.2,0.2,0.2,0.2,0.2
295,0.16666666666666666,0.0,0.0,0.6666666666666666,0.16666666666666666
299,0.0,1.0,0.0,0.0,0.0
