,0,1,2,3,4,5,6
0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
1,0.14285714285714285,0.07142857142857141,0.07142857142857141,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285
2,0.13333333333333353,0.06666666666666664,0.13333333333333353,0.13333333333333353,0.26666666666666755,0.13333333333333353,0.13333333333333353
3,0.11111111111111104,0.11111111111111104,0.11111111111111104,0.11111111111111104,0.2222222222222221,0.11111111111111104,0.2222222222222221
4,0.13333333333333328,0.2666666666666666,0.06666666666666664,0.13333333333333328,0.13333333333333328,0.13333333333333328,0.13333333333333328
5,0.18181818181818182,0.0909090909090909,0.0909090909090909,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0909090909090909
6,0.11111111111111104,0.11111111111111104,0.11111111111111104,0.2222222222222221,0.11111111111111104,0.2222222222222221,0.11111111111111104
7,0.040816326530612165,0.08163265306122448,0.020408163265306044,0.08163265306122448,0.6530612244897949,0.08163265306122448,0.040816326530612165
8,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
9,0.06666666666666664,0.13333333333333328,0.2666666666666666,0.13333333333333328,0.13333333333333328,0.13333333333333328,0.13333333333333328
10,0.14285714285714257,0.07142857142857141,0.14285714285714257,0.14285714285714257,0.2857142857142857,0.14285714285714257,0.07142857142857141
11,0.17391304347826153,0.043478260869565216,0.17391304347826153,0.17391304347826153,0.17391304347826153,0.17391304347826153,0.0869565217391306
13,0.35555555555555635,0.08888888888888875,0.17777777777777784,0.08888888888888875,0.17777777777777784,0.022222222222222105,0.08888888888888875
14,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909073,0.18181818181818182,0.09090909090909073,0.09090909090909073
15,0.09090909090909106,0.18181818181818182,0.18181818181818182,0.09090909090909106,0.18181818181818182,0.09090909090909106,0.18181818181818182
16,0.07692307692307668,0.07692307692307668,0.15384615384615366,0.15384615384615366,0.07692307692307668,0.15384615384615366,0.3076923076923079
17,1.1625591996942512e-05,1.4531989996178057e-06,0.19047369927790567,0.19047369927790567,0.19047369927790567,0.047618424819476236,0.38094739855581206
18,0.15384615384615366,0.15384615384615366,0.07692307692307668,0.3076923076923079,0.07692307692307668,0.15384615384615366,0.07692307692307668
19,0.1052631578947365,0.10526315789473725,0.42105263157894757,0.1052631578947365,0.1052631578947365,0.1052631578947365,0.05263157894736852
20,0.24999999999999994,0.24999999999999994,0.06250000000000008,0.06250000000000008,0.24999999999999994,0.06250000000000008,0.06250000000000008
21,0.18181818181818182,0.0909090909090909,0.18181818181818182,0.18181818181818182,0.0909090909090909,0.18181818181818182,0.0909090909090909
22,0.3076923076923079,0.07692307692307668,0.07692307692307668,0.3076923076923079,0.07692307692307668,0.07692307692307668,0.07692307692307668
23,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
24,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
25,0.18181818181818182,0.0909090909090909,0.0909090909090909,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0909090909090909
26,0.07692307692307696,0.3076923076923073,0.07692307692307696,0.07692307692307696,0.07692307692307696,0.3076923076923073,0.07692307692307696
27,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.08333333333333333,0.16666666666666669,0.08333333333333333,0.16666666666666669
28,0.4637681159420311,0.23188405797101513,0.014492753623188337,0.02898550724637673,0.23188405797101513,0.014492753623188337,0.014492753623188337
29,0.15384615384615394,0.07692307692307696,0.07692307692307696,0.15384615384615394,0.3076923076923079,0.15384615384615394,0.07692307692307696
30,0.04545454545454544,0.04545454545454544,0.09090909090909106,0.04545454545454544,0.36363636363636304,0.04545454545454544,0.3636363636363656
31,0.18181818181818182,0.09090909090909073,0.18181818181818182,0.18181818181818182,0.09090909090909073,0.09090909090909073,0.18181818181818182
33,0.1999999999999998,0.1999999999999998,0.10000000000000006,0.10000000000000006,0.10000000000000006,0.1999999999999998,0.10000000000000006
35,0.06666666666666675,0.13333333333333328,0.13333333333333328,0.13333333333333328,0.13333333333333328,0.2666666666666666,0.13333333333333328
36,0.08333333333333337,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.08333333333333337,0.16666666666666674,0.16666666666666674
37,0.20000000000000087,0.10000000000000024,0.10000000000000024,0.20000000000000087,0.20000000000000087,0.10000000000000024,0.10000000000000024
39,0.30769230769230677,0.30769230769230677,0.03846153846153813,0.07692307692307641,0.1538461538461531,0.03846153846153813,0.07692307692307641
40,0.07142857142857116,0.07142857142857116,0.14285714285714257,0.14285714285714257,0.14285714285714257,0.2857142857142857,0.14285714285714257
41,0.2222222222222221,0.11111111111111104,0.11111111111111104,0.2222222222222221,0.11111111111111104,0.11111111111111104,0.11111111111111104
43,0.029411764705882425,0.029411764705882425,0.23529411764705904,0.058823529411764754,0.4705882352941173,0.058823529411764754,0.11764705882352973
44,0.11111111111111124,0.11111111111111124,0.22222222222222132,0.11111111111111124,0.11111111111111124,0.11111111111111124,0.22222222222222132
45,0.07142857142857141,0.1428571428571431,0.1428571428571431,0.1428571428571431,0.07142857142857141,0.1428571428571431,0.2857142857142867
46,0.18181818181818182,0.0909090909090909,0.0909090909090909,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0909090909090909
47,0.09090909090909073,0.18181818181818182,0.09090909090909073,0.18181818181818182,0.09090909090909073,0.18181818181818182,0.18181818181818182
